filepath,style index,style name
/media/andrea/New Volume/train/train/57931.jpg,0,Impressionism
/media/andrea/New Volume/train/train/4727.jpg,2,Realism
/media/andrea/New Volume/train/train/73888.jpg,2,Realism
/media/andrea/New Volume/train/train/57521.jpg,0,Impressionism
/media/andrea/New Volume/train/train/58270.jpg,2,Realism
/media/andrea/New Volume/train/train/11158.jpg,0,Impressionism
/media/andrea/New Volume/train/train/76307.jpg,2,Realism
/media/andrea/New Volume/train/train/2123.jpg,0,Impressionism
/media/andrea/New Volume/train/train/44485.jpg,0,Impressionism
/media/andrea/New Volume/train/train/100953.jpg,0,Impressionism
/media/andrea/New Volume/train/train/29740.jpg,0,Impressionism
/media/andrea/New Volume/train/train/70131.jpg,2,Realism
/media/andrea/New Volume/train/train/54065.jpg,0,Impressionism
/media/andrea/New Volume/train/train/23342.jpg,0,Impressionism
/media/andrea/New Volume/train/train/29416.jpg,0,Impressionism
/media/andrea/New Volume/train/train/36477.jpg,4,Northern Renaissance
/media/andrea/New Volume/train/train/48276.jpg,2,Realism
/media/andrea/New Volume/train/train/102262.jpg,0,Impressionism
/media/andrea/New Volume/train/train/25517.jpg,2,Realism
/media/andrea/New Volume/train/train/62664.jpg,0,Impressionism
/media/andrea/New Volume/train/train/38446.jpg,0,Impressionism
/media/andrea/New Volume/train/train/11201.jpg,0,Impressionism
/media/andrea/New Volume/train/train/78435.jpg,0,Impressionism
/media/andrea/New Volume/train/train/57046.jpg,0,Impressionism
/media/andrea/New Volume/train/train/51124.jpg,1,Cubism
/media/andrea/New Volume/train/train/68168.jpg,2,Realism
/media/andrea/New Volume/train/train/11619.jpg,2,Realism
/media/andrea/New Volume/train/train/7301.jpg,2,Realism
/media/andrea/New Volume/train/train/32426.jpg,2,Realism
/media/andrea/New Volume/train/train/26635.jpg,0,Impressionism
/media/andrea/New Volume/train/train/23888.jpg,2,Realism
/media/andrea/New Volume/train/train/13099.jpg,0,Impressionism
/media/andrea/New Volume/train/train/38970.jpg,2,Realism
/media/andrea/New Volume/train/train/76249.jpg,2,Realism
/media/andrea/New Volume/train/train/28611.jpg,2,Realism
/media/andrea/New Volume/train/train/56473.jpg,2,Realism
/media/andrea/New Volume/train/train/66458.jpg,2,Realism
/media/andrea/New Volume/train/train/4261.jpg,2,Realism
/media/andrea/New Volume/train/train/37413.jpg,0,Impressionism
/media/andrea/New Volume/train/train/75638.jpg,0,Impressionism
/media/andrea/New Volume/train/train/40725.jpg,2,Realism
/media/andrea/New Volume/train/train/24579.jpg,0,Impressionism
/media/andrea/New Volume/train/train/21707.jpg,0,Impressionism
/media/andrea/New Volume/train/train/14244.jpg,0,Impressionism
/media/andrea/New Volume/train/train/99984.jpg,2,Realism
/media/andrea/New Volume/train/train/34310.jpg,0,Impressionism
/media/andrea/New Volume/train/train/64745.jpg,2,Realism
/media/andrea/New Volume/train/train/64148.jpg,0,Impressionism
/media/andrea/New Volume/train/train/64833.jpg,2,Realism
/media/andrea/New Volume/train/train/19006.jpg,4,Northern Renaissance
/media/andrea/New Volume/train/train/58130.jpg,0,Impressionism
/media/andrea/New Volume/train/train/59731.jpg,0,Impressionism
/media/andrea/New Volume/train/train/26369.jpg,2,Realism
/media/andrea/New Volume/train/train/82721.jpg,2,Realism
/media/andrea/New Volume/train/train/15011.jpg,2,Realism
/media/andrea/New Volume/train/train/59627.jpg,2,Realism
/media/andrea/New Volume/train/train/9808.jpg,0,Impressionism
/media/andrea/New Volume/train/train/74260.jpg,2,Realism
/media/andrea/New Volume/train/train/20780.jpg,2,Realism
/media/andrea/New Volume/train/train/19489.jpg,2,Realism
/media/andrea/New Volume/train/train/11596.jpg,2,Realism
/media/andrea/New Volume/train/train/42037.jpg,2,Realism
/media/andrea/New Volume/train/train/81933.jpg,0,Impressionism
/media/andrea/New Volume/train/train/16280.jpg,0,Impressionism
/media/andrea/New Volume/train/train/93686.jpg,0,Impressionism
/media/andrea/New Volume/train/train/54937.jpg,2,Realism
/media/andrea/New Volume/train/train/22084.jpg,0,Impressionism
/media/andrea/New Volume/train/train/21315.jpg,1,Cubism
/media/andrea/New Volume/train/train/7967.jpg,0,Impressionism
/media/andrea/New Volume/train/train/17968.jpg,2,Realism
/media/andrea/New Volume/train/train/95211.jpg,2,Realism
/media/andrea/New Volume/train/train/37747.jpg,0,Impressionism
/media/andrea/New Volume/train/train/67109.jpg,0,Impressionism
/media/andrea/New Volume/train/train/384.jpg,2,Realism
/media/andrea/New Volume/train/train/91614.jpg,2,Realism
/media/andrea/New Volume/train/train/11829.jpg,2,Realism
/media/andrea/New Volume/train/train/1777.jpg,0,Impressionism
/media/andrea/New Volume/train/train/81164.jpg,2,Realism
/media/andrea/New Volume/train/train/31088.jpg,0,Impressionism
/media/andrea/New Volume/train/train/48245.jpg,3,Pop Art
/media/andrea/New Volume/train/train/32284.jpg,0,Impressionism
/media/andrea/New Volume/train/train/75020.jpg,0,Impressionism
/media/andrea/New Volume/train/train/14207.jpg,2,Realism
/media/andrea/New Volume/train/train/61325.jpg,2,Realism
/media/andrea/New Volume/train/train/33763.jpg,0,Impressionism
/media/andrea/New Volume/train/train/75769.jpg,2,Realism
/media/andrea/New Volume/train/train/89516.jpg,0,Impressionism
/media/andrea/New Volume/train/train/99996.jpg,0,Impressionism
/media/andrea/New Volume/train/train/103081.jpg,0,Impressionism
/media/andrea/New Volume/train/train/28294.jpg,0,Impressionism
/media/andrea/New Volume/train/train/45953.jpg,0,Impressionism
/media/andrea/New Volume/train/train/59574.jpg,0,Impressionism
/media/andrea/New Volume/train/train/93236.jpg,3,Pop Art
/media/andrea/New Volume/train/train/51251.jpg,2,Realism
/media/andrea/New Volume/train/train/29195.jpg,4,Northern Renaissance
/media/andrea/New Volume/train/train/39389.jpg,2,Realism
/media/andrea/New Volume/train/train/1892.jpg,2,Realism
/media/andrea/New Volume/train/train/90722.jpg,2,Realism
/media/andrea/New Volume/train/train/45493.jpg,0,Impressionism
/media/andrea/New Volume/train/train/46458.jpg,2,Realism
/media/andrea/New Volume/train/train/33445.jpg,0,Impressionism
/media/andrea/New Volume/train/train/56660.jpg,0,Impressionism
/media/andrea/New Volume/train/train/64194.jpg,0,Impressionism
/media/andrea/New Volume/train/train/23240.jpg,2,Realism
/media/andrea/New Volume/train/train/32987.jpg,2,Realism
/media/andrea/New Volume/train/train/6619.jpg,2,Realism
/media/andrea/New Volume/train/train/85343.jpg,0,Impressionism
/media/andrea/New Volume/train/train/67352.jpg,0,Impressionism
/media/andrea/New Volume/train/train/98835.jpg,0,Impressionism
/media/andrea/New Volume/train/train/65243.jpg,1,Cubism
/media/andrea/New Volume/train/train/40636.jpg,0,Impressionism
/media/andrea/New Volume/train/train/91089.jpg,0,Impressionism
/media/andrea/New Volume/train/train/42868.jpg,2,Realism
/media/andrea/New Volume/train/train/27100.jpg,0,Impressionism
/media/andrea/New Volume/train/train/94557.jpg,1,Cubism
/media/andrea/New Volume/train/train/30202.jpg,4,Northern Renaissance
/media/andrea/New Volume/train/train/97084.jpg,2,Realism
/media/andrea/New Volume/train/train/78825.jpg,2,Realism
/media/andrea/New Volume/train/train/59683.jpg,0,Impressionism
/media/andrea/New Volume/train/train/78290.jpg,2,Realism
/media/andrea/New Volume/train/train/36751.jpg,2,Realism
/media/andrea/New Volume/train/train/100683.jpg,0,Impressionism
/media/andrea/New Volume/train/train/34506.jpg,0,Impressionism
/media/andrea/New Volume/train/train/1408.jpg,0,Impressionism
/media/andrea/New Volume/train/train/3221.jpg,2,Realism
/media/andrea/New Volume/train/train/13409.jpg,0,Impressionism
/media/andrea/New Volume/train/train/43817.jpg,0,Impressionism
/media/andrea/New Volume/train/train/57548.jpg,0,Impressionism
/media/andrea/New Volume/train/train/48130.jpg,0,Impressionism
/media/andrea/New Volume/train/train/59077.jpg,0,Impressionism
/media/andrea/New Volume/train/train/3792.jpg,1,Cubism
/media/andrea/New Volume/train/train/70423.jpg,0,Impressionism
/media/andrea/New Volume/train/train/27173.jpg,4,Northern Renaissance
/media/andrea/New Volume/train/train/77903.jpg,0,Impressionism
/media/andrea/New Volume/train/train/80812.jpg,2,Realism
/media/andrea/New Volume/train/train/61385.jpg,1,Cubism
/media/andrea/New Volume/train/train/22848.jpg,0,Impressionism
/media/andrea/New Volume/train/train/94274.jpg,0,Impressionism
/media/andrea/New Volume/train/train/30949.jpg,2,Realism
/media/andrea/New Volume/train/train/88160.jpg,2,Realism
/media/andrea/New Volume/train/train/43946.jpg,0,Impressionism
/media/andrea/New Volume/train/train/82534.jpg,2,Realism
/media/andrea/New Volume/train/train/25439.jpg,2,Realism
/media/andrea/New Volume/train/train/14238.jpg,2,Realism
/media/andrea/New Volume/train/train/65455.jpg,0,Impressionism
/media/andrea/New Volume/train/train/22874.jpg,2,Realism
/media/andrea/New Volume/train/train/88139.jpg,0,Impressionism
/media/andrea/New Volume/train/train/93701.jpg,2,Realism
/media/andrea/New Volume/train/train/93964.jpg,0,Impressionism
/media/andrea/New Volume/train/train/74344.jpg,2,Realism
/media/andrea/New Volume/train/train/33840.jpg,0,Impressionism
/media/andrea/New Volume/train/train/67067.jpg,2,Realism
/media/andrea/New Volume/train/train/83735.jpg,2,Realism
/media/andrea/New Volume/train/train/11834.jpg,0,Impressionism
/media/andrea/New Volume/train/train/93127.jpg,0,Impressionism
/media/andrea/New Volume/train/train/75826.jpg,2,Realism
/media/andrea/New Volume/train/train/68773.jpg,2,Realism
/media/andrea/New Volume/train/train/10548.jpg,0,Impressionism
/media/andrea/New Volume/train/train/9832.jpg,4,Northern Renaissance
/media/andrea/New Volume/train/train/68676.jpg,2,Realism
/media/andrea/New Volume/train/train/50334.jpg,0,Impressionism
/media/andrea/New Volume/train/train/23208.jpg,0,Impressionism
/media/andrea/New Volume/train/train/1518.jpg,0,Impressionism
/media/andrea/New Volume/train/train/74404.jpg,0,Impressionism
/media/andrea/New Volume/train/train/16850.jpg,0,Impressionism
/media/andrea/New Volume/train/train/71121.jpg,2,Realism
/media/andrea/New Volume/train/train/12581.jpg,0,Impressionism
/media/andrea/New Volume/train/train/59869.jpg,1,Cubism
/media/andrea/New Volume/train/train/67263.jpg,0,Impressionism
/media/andrea/New Volume/train/train/92835.jpg,2,Realism
/media/andrea/New Volume/train/train/70416.jpg,0,Impressionism
/media/andrea/New Volume/train/train/14288.jpg,2,Realism
/media/andrea/New Volume/train/train/23273.jpg,0,Impressionism
/media/andrea/New Volume/train/train/89.jpg,2,Realism
/media/andrea/New Volume/train/train/47098.jpg,0,Impressionism
/media/andrea/New Volume/train/train/48551.jpg,2,Realism
/media/andrea/New Volume/train/train/48855.jpg,2,Realism
/media/andrea/New Volume/train/train/10541.jpg,2,Realism
/media/andrea/New Volume/train/train/36132.jpg,2,Realism
/media/andrea/New Volume/train/train/44378.jpg,2,Realism
/media/andrea/New Volume/train/train/22589.jpg,2,Realism
/media/andrea/New Volume/train/train/84090.jpg,2,Realism
/media/andrea/New Volume/train/train/99603.jpg,0,Impressionism
/media/andrea/New Volume/train/train/97949.jpg,2,Realism
/media/andrea/New Volume/train/train/69075.jpg,0,Impressionism
/media/andrea/New Volume/train/train/44903.jpg,0,Impressionism
/media/andrea/New Volume/train/train/97990.jpg,0,Impressionism
/media/andrea/New Volume/train/train/81329.jpg,0,Impressionism
/media/andrea/New Volume/train/train/8532.jpg,0,Impressionism
/media/andrea/New Volume/train/train/7619.jpg,0,Impressionism
/media/andrea/New Volume/train/train/41745.jpg,2,Realism
/media/andrea/New Volume/train/train/12711.jpg,0,Impressionism
/media/andrea/New Volume/train/train/95449.jpg,0,Impressionism
/media/andrea/New Volume/train/train/13030.jpg,0,Impressionism
/media/andrea/New Volume/train/train/73070.jpg,0,Impressionism
/media/andrea/New Volume/train/train/9932.jpg,0,Impressionism
/media/andrea/New Volume/train/train/88455.jpg,0,Impressionism
/media/andrea/New Volume/train/train/66892.jpg,0,Impressionism
/media/andrea/New Volume/train/train/83779.jpg,4,Northern Renaissance
/media/andrea/New Volume/train/train/94899.jpg,1,Cubism
/media/andrea/New Volume/train/train/86485.jpg,0,Impressionism
/media/andrea/New Volume/train/train/54593.jpg,2,Realism
/media/andrea/New Volume/train/train/45496.jpg,2,Realism
/media/andrea/New Volume/train/train/6952.jpg,0,Impressionism
/media/andrea/New Volume/train/train/71111.jpg,2,Realism
/media/andrea/New Volume/train/train/97974.jpg,2,Realism
/media/andrea/New Volume/train/train/46390.jpg,2,Realism
/media/andrea/New Volume/train/train/32436.jpg,2,Realism
/media/andrea/New Volume/train/train/85418.jpg,2,Realism
/media/andrea/New Volume/train/train/70466.jpg,0,Impressionism
/media/andrea/New Volume/train/train/11503.jpg,2,Realism
/media/andrea/New Volume/train/train/11278.jpg,0,Impressionism
/media/andrea/New Volume/train/train/59947.jpg,2,Realism
/media/andrea/New Volume/train/train/69036.jpg,2,Realism
/media/andrea/New Volume/train/train/27446.jpg,2,Realism
/media/andrea/New Volume/train/train/64321.jpg,0,Impressionism
/media/andrea/New Volume/train/train/34916.jpg,2,Realism
/media/andrea/New Volume/train/train/100647.jpg,2,Realism
/media/andrea/New Volume/train/train/29436.jpg,2,Realism
/media/andrea/New Volume/train/train/23124.jpg,2,Realism
/media/andrea/New Volume/train/train/46654.jpg,0,Impressionism
/media/andrea/New Volume/train/train/102425.jpg,0,Impressionism
/media/andrea/New Volume/train/train/75082.jpg,0,Impressionism
/media/andrea/New Volume/train/train/36913.jpg,0,Impressionism
/media/andrea/New Volume/train/train/11639.jpg,2,Realism
/media/andrea/New Volume/train/train/19690.jpg,2,Realism
/media/andrea/New Volume/train/train/80591.jpg,1,Cubism
/media/andrea/New Volume/train/train/49857.jpg,0,Impressionism
/media/andrea/New Volume/train/train/40639.jpg,0,Impressionism
/media/andrea/New Volume/train/train/87240.jpg,0,Impressionism
/media/andrea/New Volume/train/train/102278.jpg,0,Impressionism
/media/andrea/New Volume/train/train/80066.jpg,0,Impressionism
/media/andrea/New Volume/train/train/72358.jpg,0,Impressionism
/media/andrea/New Volume/train/train/100473.jpg,0,Impressionism
/media/andrea/New Volume/train/train/100566.jpg,0,Impressionism
/media/andrea/New Volume/train/train/49657.jpg,0,Impressionism
/media/andrea/New Volume/train/train/34282.jpg,0,Impressionism
/media/andrea/New Volume/train/train/59892.jpg,0,Impressionism
/media/andrea/New Volume/train/train/15764.jpg,0,Impressionism
/media/andrea/New Volume/train/train/37056.jpg,0,Impressionism
/media/andrea/New Volume/train/train/51195.jpg,0,Impressionism
/media/andrea/New Volume/train/train/93697.jpg,0,Impressionism
/media/andrea/New Volume/train/train/34285.jpg,0,Impressionism
/media/andrea/New Volume/train/train/31491.jpg,0,Impressionism
/media/andrea/New Volume/train/train/24222.jpg,0,Impressionism
/media/andrea/New Volume/train/train/83791.jpg,0,Impressionism
/media/andrea/New Volume/train/train/61624.jpg,0,Impressionism
/media/andrea/New Volume/train/train/58679.jpg,0,Impressionism
/media/andrea/New Volume/train/train/993.jpg,0,Impressionism
/media/andrea/New Volume/train/train/69456.jpg,0,Impressionism
/media/andrea/New Volume/train/train/18690.jpg,0,Impressionism
/media/andrea/New Volume/train/train/71660.jpg,0,Impressionism
/media/andrea/New Volume/train/train/34168.jpg,0,Impressionism
/media/andrea/New Volume/train/train/34079.jpg,1,Cubism
/media/andrea/New Volume/train/train/88069.jpg,0,Impressionism
/media/andrea/New Volume/train/train/96254.jpg,0,Impressionism
/media/andrea/New Volume/train/train/33781.jpg,0,Impressionism
/media/andrea/New Volume/train/train/5804.jpg,0,Impressionism
/media/andrea/New Volume/train/train/21866.jpg,0,Impressionism
/media/andrea/New Volume/train/train/83992.jpg,0,Impressionism
/media/andrea/New Volume/train/train/98759.jpg,0,Impressionism
/media/andrea/New Volume/train/train/67424.jpg,4,Northern Renaissance
/media/andrea/New Volume/train/train/39996.jpg,0,Impressionism
/media/andrea/New Volume/train/train/45315.jpg,4,Northern Renaissance
/media/andrea/New Volume/train/train/28904.jpg,2,Realism
/media/andrea/New Volume/train/train/71665.jpg,0,Impressionism
/media/andrea/New Volume/train/train/93646.jpg,0,Impressionism
/media/andrea/New Volume/train/train/59037.jpg,0,Impressionism
/media/andrea/New Volume/train/train/7389.jpg,2,Realism
/media/andrea/New Volume/train/train/51205.jpg,0,Impressionism
/media/andrea/New Volume/train/train/36397.jpg,2,Realism
/media/andrea/New Volume/train/train/778.jpg,0,Impressionism
/media/andrea/New Volume/train/train/24511.jpg,0,Impressionism
/media/andrea/New Volume/train/train/2307.jpg,2,Realism
/media/andrea/New Volume/train/train/52235.jpg,2,Realism
/media/andrea/New Volume/train/train/8133.jpg,2,Realism
/media/andrea/New Volume/train/train/28618.jpg,0,Impressionism
/media/andrea/New Volume/train/train/56935.jpg,0,Impressionism
/media/andrea/New Volume/train/train/36626.jpg,2,Realism
/media/andrea/New Volume/train/train/85861.jpg,2,Realism
/media/andrea/New Volume/train/train/55179.jpg,2,Realism
/media/andrea/New Volume/train/train/48381.jpg,0,Impressionism
/media/andrea/New Volume/train/train/81653.jpg,0,Impressionism
/media/andrea/New Volume/train/train/69286.jpg,4,Northern Renaissance
/media/andrea/New Volume/train/train/97453.jpg,0,Impressionism
/media/andrea/New Volume/train/train/15613.jpg,0,Impressionism
/media/andrea/New Volume/train/train/33339.jpg,0,Impressionism
/media/andrea/New Volume/train/train/65015.jpg,0,Impressionism
/media/andrea/New Volume/train/train/50434.jpg,2,Realism
/media/andrea/New Volume/train/train/21281.jpg,0,Impressionism
/media/andrea/New Volume/train/train/48059.jpg,0,Impressionism
/media/andrea/New Volume/train/train/96741.jpg,2,Realism
/media/andrea/New Volume/train/train/102753.jpg,0,Impressionism
/media/andrea/New Volume/train/train/26833.jpg,2,Realism
/media/andrea/New Volume/train/train/36928.jpg,2,Realism
/media/andrea/New Volume/train/train/58686.jpg,2,Realism
/media/andrea/New Volume/train/train/76712.jpg,2,Realism
/media/andrea/New Volume/train/train/356.jpg,2,Realism
/media/andrea/New Volume/train/train/10844.jpg,2,Realism
/media/andrea/New Volume/train/train/49601.jpg,2,Realism
/media/andrea/New Volume/train/train/44868.jpg,0,Impressionism
/media/andrea/New Volume/train/train/61249.jpg,2,Realism
/media/andrea/New Volume/train/train/7468.jpg,2,Realism
/media/andrea/New Volume/train/train/51421.jpg,2,Realism
/media/andrea/New Volume/train/train/94401.jpg,2,Realism
/media/andrea/New Volume/train/train/30608.jpg,2,Realism
/media/andrea/New Volume/train/train/68263.jpg,2,Realism
/media/andrea/New Volume/train/train/51029.jpg,2,Realism
/media/andrea/New Volume/train/train/36441.jpg,2,Realism
/media/andrea/New Volume/train/train/50110.jpg,0,Impressionism
/media/andrea/New Volume/train/train/77830.jpg,0,Impressionism
/media/andrea/New Volume/train/train/52638.jpg,0,Impressionism
/media/andrea/New Volume/train/train/74140.jpg,0,Impressionism
/media/andrea/New Volume/train/train/85208.jpg,2,Realism
/media/andrea/New Volume/train/train/48985.jpg,1,Cubism
/media/andrea/New Volume/train/train/40456.jpg,2,Realism
/media/andrea/New Volume/train/train/76705.jpg,2,Realism
/media/andrea/New Volume/train/train/72932.jpg,0,Impressionism
/media/andrea/New Volume/train/train/97750.jpg,0,Impressionism
/media/andrea/New Volume/train/train/41207.jpg,1,Cubism
/media/andrea/New Volume/train/train/48463.jpg,0,Impressionism
/media/andrea/New Volume/train/train/37838.jpg,4,Northern Renaissance
/media/andrea/New Volume/train/train/39954.jpg,2,Realism
/media/andrea/New Volume/train/train/51047.jpg,0,Impressionism
/media/andrea/New Volume/train/train/36760.jpg,2,Realism
/media/andrea/New Volume/train/train/86960.jpg,2,Realism
/media/andrea/New Volume/train/train/49139.jpg,2,Realism
/media/andrea/New Volume/train/train/56612.jpg,2,Realism
/media/andrea/New Volume/train/train/80027.jpg,2,Realism
/media/andrea/New Volume/train/train/89094.jpg,0,Impressionism
/media/andrea/New Volume/train/train/36853.jpg,2,Realism
/media/andrea/New Volume/train/train/75316.jpg,2,Realism
/media/andrea/New Volume/train/train/97063.jpg,0,Impressionism
/media/andrea/New Volume/train/train/54571.jpg,2,Realism
/media/andrea/New Volume/train/train/39289.jpg,2,Realism
/media/andrea/New Volume/train/train/29837.jpg,0,Impressionism
/media/andrea/New Volume/train/train/68064.jpg,0,Impressionism
/media/andrea/New Volume/train/train/55721.jpg,0,Impressionism
/media/andrea/New Volume/train/train/48164.jpg,0,Impressionism
/media/andrea/New Volume/train/train/95915.jpg,0,Impressionism
/media/andrea/New Volume/train/train/71572.jpg,2,Realism
/media/andrea/New Volume/train/train/95956.jpg,0,Impressionism
/media/andrea/New Volume/train/train/58894.jpg,2,Realism
/media/andrea/New Volume/train/train/100064.jpg,0,Impressionism
/media/andrea/New Volume/train/train/43262.jpg,2,Realism
/media/andrea/New Volume/train/train/16965.jpg,2,Realism
/media/andrea/New Volume/train/train/71078.jpg,2,Realism
/media/andrea/New Volume/train/train/35659.jpg,4,Northern Renaissance
/media/andrea/New Volume/train/train/14304.jpg,2,Realism
/media/andrea/New Volume/train/train/29597.jpg,2,Realism
/media/andrea/New Volume/train/train/73707.jpg,2,Realism
/media/andrea/New Volume/train/train/81583.jpg,2,Realism
/media/andrea/New Volume/train/train/1797.jpg,2,Realism
/media/andrea/New Volume/train/train/21655.jpg,0,Impressionism
/media/andrea/New Volume/train/train/89818.jpg,2,Realism
/media/andrea/New Volume/train/train/83193.jpg,2,Realism
/media/andrea/New Volume/train/train/20522.jpg,2,Realism
/media/andrea/New Volume/train/train/57632.jpg,0,Impressionism
/media/andrea/New Volume/train/train/73027.jpg,0,Impressionism
/media/andrea/New Volume/train/train/11313.jpg,2,Realism
/media/andrea/New Volume/train/train/88664.jpg,0,Impressionism
/media/andrea/New Volume/train/train/50486.jpg,0,Impressionism
/media/andrea/New Volume/train/train/25336.jpg,0,Impressionism
/media/andrea/New Volume/train/train/32528.jpg,2,Realism
/media/andrea/New Volume/train/train/97967.jpg,2,Realism
/media/andrea/New Volume/train/train/18657.jpg,0,Impressionism
/media/andrea/New Volume/train/train/52092.jpg,0,Impressionism
/media/andrea/New Volume/train/train/44917.jpg,2,Realism
/media/andrea/New Volume/train/train/19030.jpg,0,Impressionism
/media/andrea/New Volume/train/train/50521.jpg,0,Impressionism
/media/andrea/New Volume/train/train/29938.jpg,4,Northern Renaissance
/media/andrea/New Volume/train/train/39874.jpg,2,Realism
/media/andrea/New Volume/train/train/95086.jpg,0,Impressionism
/media/andrea/New Volume/train/train/34817.jpg,4,Northern Renaissance
/media/andrea/New Volume/train/train/78519.jpg,0,Impressionism
/media/andrea/New Volume/train/train/3634.jpg,2,Realism
/media/andrea/New Volume/train/train/47500.jpg,2,Realism
/media/andrea/New Volume/train/train/62277.jpg,2,Realism
/media/andrea/New Volume/train/train/78590.jpg,2,Realism
/media/andrea/New Volume/train/train/34483.jpg,2,Realism
/media/andrea/New Volume/train/train/25263.jpg,2,Realism
/media/andrea/New Volume/train/train/21747.jpg,0,Impressionism
/media/andrea/New Volume/train/train/63547.jpg,0,Impressionism
/media/andrea/New Volume/train/train/28283.jpg,0,Impressionism
/media/andrea/New Volume/train/train/43425.jpg,0,Impressionism
/media/andrea/New Volume/train/train/72378.jpg,0,Impressionism
/media/andrea/New Volume/train/train/94707.jpg,0,Impressionism
/media/andrea/New Volume/train/train/59697.jpg,2,Realism
/media/andrea/New Volume/train/train/9498.jpg,0,Impressionism
/media/andrea/New Volume/train/train/22344.jpg,0,Impressionism
/media/andrea/New Volume/train/train/44696.jpg,0,Impressionism
/media/andrea/New Volume/train/train/10049.jpg,0,Impressionism
/media/andrea/New Volume/train/train/3681.jpg,2,Realism
/media/andrea/New Volume/train/train/5434.jpg,0,Impressionism
/media/andrea/New Volume/train/train/82542.jpg,0,Impressionism
/media/andrea/New Volume/train/train/82622.jpg,2,Realism
/media/andrea/New Volume/train/train/9921.jpg,4,Northern Renaissance
/media/andrea/New Volume/train/train/23799.jpg,2,Realism
/media/andrea/New Volume/train/train/42910.jpg,4,Northern Renaissance
/media/andrea/New Volume/train/train/29259.jpg,2,Realism
/media/andrea/New Volume/train/train/16712.jpg,0,Impressionism
/media/andrea/New Volume/train/train/45478.jpg,2,Realism
/media/andrea/New Volume/train/train/38523.jpg,2,Realism
/media/andrea/New Volume/train/train/55433.jpg,0,Impressionism
/media/andrea/New Volume/train/train/63743.jpg,2,Realism
/media/andrea/New Volume/train/train/63537.jpg,2,Realism
/media/andrea/New Volume/train/train/16682.jpg,2,Realism
/media/andrea/New Volume/train/train/61357.jpg,2,Realism
/media/andrea/New Volume/train/train/6478.jpg,2,Realism
/media/andrea/New Volume/train/train/36577.jpg,0,Impressionism
/media/andrea/New Volume/train/train/28136.jpg,0,Impressionism
/media/andrea/New Volume/train/train/28600.jpg,2,Realism
/media/andrea/New Volume/train/train/9291.jpg,2,Realism
/media/andrea/New Volume/train/train/60271.jpg,2,Realism
/media/andrea/New Volume/train/train/81621.jpg,0,Impressionism
/media/andrea/New Volume/train/train/8790.jpg,0,Impressionism
/media/andrea/New Volume/train/train/82027.jpg,2,Realism
/media/andrea/New Volume/train/train/60102.jpg,0,Impressionism
/media/andrea/New Volume/train/train/31735.jpg,0,Impressionism
/media/andrea/New Volume/train/train/46658.jpg,0,Impressionism
/media/andrea/New Volume/train/train/17796.jpg,0,Impressionism
/media/andrea/New Volume/train/train/67058.jpg,4,Northern Renaissance
/media/andrea/New Volume/train/train/9091.jpg,0,Impressionism
/media/andrea/New Volume/train/train/52265.jpg,2,Realism
/media/andrea/New Volume/train/train/90903.jpg,0,Impressionism
/media/andrea/New Volume/train/train/32839.jpg,0,Impressionism
/media/andrea/New Volume/train/train/52127.jpg,2,Realism
/media/andrea/New Volume/train/train/11099.jpg,0,Impressionism
/media/andrea/New Volume/train/train/5470.jpg,0,Impressionism
/media/andrea/New Volume/train/train/11202.jpg,0,Impressionism
/media/andrea/New Volume/train/train/58981.jpg,0,Impressionism
/media/andrea/New Volume/train/train/30252.jpg,0,Impressionism
/media/andrea/New Volume/train/train/102214.jpg,4,Northern Renaissance
/media/andrea/New Volume/train/train/66207.jpg,0,Impressionism
/media/andrea/New Volume/train/train/55226.jpg,3,Pop Art
/media/andrea/New Volume/train/train/10993.jpg,0,Impressionism
/media/andrea/New Volume/train/train/40439.jpg,0,Impressionism
/media/andrea/New Volume/train/train/81438.jpg,2,Realism
/media/andrea/New Volume/train/train/9494.jpg,0,Impressionism
/media/andrea/New Volume/train/train/100715.jpg,2,Realism
/media/andrea/New Volume/train/train/61480.jpg,2,Realism
/media/andrea/New Volume/train/train/59515.jpg,2,Realism
/media/andrea/New Volume/train/train/38590.jpg,2,Realism
/media/andrea/New Volume/train/train/58540.jpg,2,Realism
/media/andrea/New Volume/train/train/72744.jpg,0,Impressionism
/media/andrea/New Volume/train/train/99282.jpg,0,Impressionism
/media/andrea/New Volume/train/train/66496.jpg,0,Impressionism
/media/andrea/New Volume/train/train/40865.jpg,4,Northern Renaissance
/media/andrea/New Volume/train/train/50886.jpg,0,Impressionism
/media/andrea/New Volume/train/train/19872.jpg,0,Impressionism
/media/andrea/New Volume/train/train/43986.jpg,0,Impressionism
/media/andrea/New Volume/train/train/88786.jpg,2,Realism
/media/andrea/New Volume/train/train/17589.jpg,0,Impressionism
/media/andrea/New Volume/train/train/60129.jpg,0,Impressionism
/media/andrea/New Volume/train/train/67779.jpg,0,Impressionism
/media/andrea/New Volume/train/train/43462.jpg,0,Impressionism
/media/andrea/New Volume/train/train/43444.jpg,2,Realism
/media/andrea/New Volume/train/train/29680.jpg,2,Realism
/media/andrea/New Volume/train/train/76149.jpg,2,Realism
/media/andrea/New Volume/train/train/90978.jpg,2,Realism
/media/andrea/New Volume/train/train/66665.jpg,2,Realism
/media/andrea/New Volume/train/train/37768.jpg,2,Realism
